expression,original_order,source,reviewed_as,difficulty,commonality,added,confidence
make a break for something/for it,1739,user_list,fixed expression,medium,less_common,no,low
movers and shakers,1740,user_list,binomial phrase,medium,common,no,medium
on the sly,1741,user_list,fixed/prepositional phrase,easy,very_common,no,high
out for the count,1742,user_list,fixed/prepositional phrase,medium,common,no,high
outstay/overstay your welcome,1743,user_list,fixed expression,medium,common,no,medium
paint the town red,1744,user_list,fixed expression,medium,common,no,medium
play chicken,1745,user_list,fixed expression,medium,common,no,medium
practice makes perfect,1746,user_list,proverb/saying,medium,very_common,no,high
pump iron,1747,user_list,fixed expression,medium,common,no,medium
reinvent the wheel,1748,user_list,idiom,hard,common,no,medium
sell somebody down the river,1749,user_list,fixed expression,medium,less_common,no,medium
send somebody packing,1750,user_list,fixed expression,medium,common,no,medium
the light of somebody's life,1751,user_list,fixed expression,medium,less_common,no,medium
think nothing of it,1752,user_list,fixed expression,medium,common,no,medium
to my way of thinking,1753,user_list,fixed expression,medium,less_common,no,medium
to the best of your knowledge/belief,1754,user_list,fixed expression,medium,less_common,no,low
too big to fail,1755,user_list,fixed expression,medium,common,no,medium
tread water,1756,user_list,idiom,hard,common,no,medium
at/on the altar of something,1757,user_list,fixed expression,medium,less_common,no,medium
get/knock/lick somebody into shape,1758,user_list,fixed expression,medium,common,no,medium
get/knock/lick something into shape,1759,user_list,fixed expression,medium,common,no,medium
give something a miss,1760,user_list,fixed expression,medium,common,no,medium
give/lend a helping hand,1761,user_list,idiom,hard,common,no,medium
grind to a halt,1762,user_list,fixed expression,medium,common,no,medium
have a sweet tooth,1763,user_list,idiom,hard,common,no,medium
have an early/a late night,1764,user_list,fixed expression,medium,less_common,no,medium
I'm damned if...,1765,user_list,sentence frame/pattern,medium,common,no,low
in camera,1766,user_list,fixed/prepositional phrase,easy,very_common,no,high
in your birthday suit,1767,user_list,fixed/prepositional phrase,medium,common,no,high
it isn't on,1768,user_list,proverb/saying,hard,less_common,no,medium
it's a small world,1769,user_list,fixed expression,medium,common,no,medium
jump through hoops,1770,user_list,fixed expression,medium,common,no,medium
keep up/move with the times,1771,user_list,fixed expression,medium,less_common,no,medium
keep your head above water,1772,user_list,idiom,hard,common,no,medium
keep your nose clean,1773,user_list,idiom,hard,common,no,medium
keep/leave your options open,1774,user_list,fixed expression,medium,common,no,medium
keep... hours,1775,user_list,sentence frame/pattern,medium,common,no,low
let slip something,1776,user_list,formula/discourse,easy,very_common,no,high
like a ton of bricks,1777,user_list,fixed expression,medium,less_common,no,medium
live in sin,1778,user_list,multi-word verb,medium,less_common,no,medium
live off the land,1779,user_list,multi-word verb,medium,less_common,no,medium
make a pass at somebody,1780,user_list,fixed expression,medium,less_common,no,medium
make light of something,1781,user_list,fixed expression,medium,common,no,medium
mark time,1782,user_list,fixed expression,medium,common,no,medium
no.../nothing to speak of,1783,user_list,sentence frame/pattern,medium,common,no,low
not/never in somebody's wildest dreams,1784,user_list,fixed expression,medium,less_common,no,medium
old enough to know better,1785,user_list,fixed expression,medium,less_common,no,medium
on the rebound,1786,user_list,fixed/prepositional phrase,easy,very_common,no,high
out of your element,1787,user_list,fixed/prepositional phrase,medium,common,no,high
put your face on,1788,user_list,idiom,hard,common,no,medium
roll/slip/trip off the tongue,1789,user_list,idiom,hard,common,no,medium
see somebody/something for what they are/it is,1790,user_list,fixed expression,medium,less_common,no,low
set the stage for something,1791,user_list,fixed expression,medium,less_common,no,medium
sweet nothings,1792,user_list,fixed expression,medium,common,no,medium
take form,1793,user_list,fixed expression,medium,common,no,medium
that's all she wrote,1794,user_list,fixed expression,medium,common,no,medium
the last I heard,1795,user_list,fixed expression,medium,common,no,medium
the plot thickens,1796,user_list,fixed expression,medium,common,no,medium
the printed word/page,1797,user_list,fixed expression,medium,common,no,medium
the sooner the better,1798,user_list,fixed expression,medium,common,no,medium
there's safety in numbers,1799,user_list,fixed expression,medium,common,no,medium
try somebody's patience,1800,user_list,fixed expression,medium,common,no,medium
turn over a new leaf,1801,user_list,multi-word verb,medium,less_common,no,medium
under the counter,1802,user_list,fixed/prepositional phrase,easy,very_common,no,high
under the wire,1803,user_list,fixed/prepositional phrase,easy,very_common,no,high
warts and all,1804,user_list,binomial phrase,medium,common,no,medium
work your fingers to the bone,1805,user_list,idiom,hard,less_common,no,medium
your heart goes out to somebody,1806,user_list,idiom,hard,less_common,no,medium
avoid somebody/something like the plague,1807,user_list,idiom,hard,common,no,medium
be light on something,1808,user_list,fixed expression,medium,common,no,medium
be living proof of something/that...,1809,user_list,sentence frame/pattern,medium,common,no,low
give somebody/get/have the run of something,1810,user_list,fixed expression,medium,less_common,no,low
greedy guts,1811,user_list,fixed expression,medium,common,no,medium
have a mind of your own,1812,user_list,idiom,hard,less_common,no,medium
have the right idea,1813,user_list,fixed expression,medium,common,no,medium
hold the fort,1814,user_list,formula/discourse,easy,very_common,no,high
laugh your head off,1815,user_list,idiom,hard,common,no,medium
let fall something,1816,user_list,formula/discourse,easy,very_common,no,high
look/stare/gaze into space,1817,user_list,fixed expression,medium,common,no,medium
make a fast/quick buck,1818,user_list,fixed expression,medium,common,no,medium
make your voice heard,1819,user_list,fixed expression,medium,common,no,medium
not on your life,1820,user_list,fixed expression,medium,common,no,medium
out of doors,1821,user_list,fixed/prepositional phrase,easy,very_common,no,high
put your back into something,1822,user_list,multi-word verb,medium,less_common,no,medium
ruffle somebody's/a few feathers,1823,user_list,fixed expression,medium,common,no,medium
something boggles the mind,1824,user_list,idiom,hard,common,no,medium
split hairs,1825,user_list,fixed expression,medium,common,no,medium
strike a pose/an attitude,1826,user_list,fixed expression,medium,common,no,medium
take somebody in hand,1827,user_list,multi-word verb,medium,less_common,no,medium
test the waters,1828,user_list,idiom,hard,common,no,medium
up to scratch,1829,user_list,fixed/prepositional phrase,easy,very_common,no,high
be a dirty word,1830,user_list,fixed expression,medium,common,no,medium
give somebody/get a big hand,1831,user_list,idiom,hard,common,no,medium
give somebody/something half a chance,1832,user_list,fixed expression,medium,less_common,no,medium
in bad faith,1833,user_list,fixed/prepositional phrase,easy,very_common,no,high
in spite of yourself,1834,user_list,fixed/prepositional phrase,medium,common,no,high
in the person of somebody,1835,user_list,fixed expression,medium,less_common,no,medium
in the same breath,1836,user_list,fixed/prepositional phrase,medium,common,no,high
it will cost you,1837,user_list,proverb/saying,hard,less_common,no,medium
jump out of your skin,1838,user_list,idiom,hard,common,no,medium
keep your nose out of something,1839,user_list,multi-word verb,medium,less_common,no,medium
let off steam,1840,user_list,formula/discourse,easy,very_common,no,high
let us say,1841,user_list,formula/discourse,easy,very_common,no,high
like a bat out of hell,1842,user_list,idiom,hard,less_common,no,medium
live/sleep rough,1843,user_list,fixed expression,medium,common,no,medium
make a mockery of something,1844,user_list,fixed expression,medium,less_common,no,medium
make an example of somebody,1845,user_list,fixed expression,medium,less_common,no,medium
make up for lost time,1846,user_list,multi-word verb,medium,less_common,no,medium
neither here nor there,1847,user_list,fixed expression,medium,common,no,medium
nice one!,1848,user_list,formula/discourse,easy,very_common,no,high
not forgetting...,1849,user_list,sentence frame/pattern,medium,common,no,low
numbers game,1850,user_list,fixed expression,medium,common,no,medium
on cloud nine,1851,user_list,idiom,medium,very_common,no,high
on second thoughts,1852,user_list,fixed/prepositional phrase,hard,rare,no,high
over and above,1853,user_list,binomial phrase,medium,common,no,medium
pay dividends,1854,user_list,fixed expression,medium,common,no,medium
pick a winner,1855,user_list,fixed expression,medium,common,no,medium
pump somebody's stomach,1856,user_list,idiom,hard,common,no,medium
put/turn the clock back,1857,user_list,idiom,hard,common,no,medium
raise/up the ante,1858,user_list,fixed expression,medium,common,no,medium
save somebody's bacon/neck,1859,user_list,fixed expression,medium,common,no,medium
see sense,1860,user_list,fixed expression,medium,common,no,medium
slum it,1861,user_list,fixed expression,medium,common,no,medium
somebody's heart is in the right place,1862,user_list,idiom,hard,less_common,no,medium
somebody's word is their bond,1863,user_list,fixed expression,medium,less_common,no,medium
sow the seeds of something,1864,user_list,fixed expression,medium,less_common,no,medium
still waters run deep,1865,user_list,idiom,hard,common,no,medium
swing both ways,1866,user_list,fixed expression,medium,common,no,medium
take somebody's name in vain,1867,user_list,fixed expression,medium,less_common,no,medium
take something in your stride,1868,user_list,multi-word verb,medium,less_common,no,medium
the big stick,1869,user_list,fixed expression,medium,common,no,medium
throw somebody to the wolves,1870,user_list,multi-word verb,medium,less_common,no,medium
